price_id,candidate_id,space_id,charge_category,use_case,day_type,time_band,amount_jpy,tax_status,unit,basis,valid_from,observed_at,verification_status,source_url,exclusions,note
PRICE-645,CAND-123,ehime-main,facility,non_sports_admission_nonprofit,weekend_holiday,09:00-21:00,1027930,not_stated,per_day,主道場全体・アマチュアスポーツ以外・入場料有料又は営利目的・祝日等,2025-04-01,2026-08-05,verified,https://ehime-spa.jp/wp-content/uploads/2025/04/%E5%88%A9%E7%94%A8%E6%96%99%E9%87%91%E4%B8%80%E8%A6%A7%E8%A1%A8%EF%BC%88%E4%BB%A4%E5%92%8C%EF%BC%97%E5%B9%B4%EF%BC%94%E6%9C%88%EF%BC%91%E6%97%A5%E3%81%8B%E3%82%89%EF%BC%89.pdf,冷暖房・附属設備・時間外・休館日加算,指定管理者公式の2025年4月1日改定料金表を画像照合。宣伝・展示・販売等の営利利用は入場有料相当額
PRICE-646,CAND-123,ehime-main,hvac,all,all,per_hour,11100,not_stated,per_hour,主道場・冷暖房,2025-04-01,2026-08-05,verified,https://ehime-spa.jp/wp-content/uploads/2025/04/%E5%88%A9%E7%94%A8%E6%96%99%E9%87%91%E4%B8%80%E8%A6%A7%E8%A1%A8%EF%BC%88%E4%BB%A4%E5%92%8C%EF%BC%97%E5%B9%B4%EF%BC%94%E6%9C%88%EF%BC%91%E6%97%A5%E3%81%8B%E3%82%89%EF%BC%89.pdf,施設基本料・附属設備・時間外,"指定管理者公式の2025年4月1日改定料金表を画像照合し11,100円/時を確認"
PRICE-647,CAND-123,ehime-main,audio,all,all,per_day,2080,not_stated,per_day,主道場・音響設備1式,2025-04-01,2026-08-05,verified,https://ehime-spa.jp/wp-content/uploads/2025/04/%E5%88%A9%E7%94%A8%E6%96%99%E9%87%91%E4%B8%80%E8%A6%A7%E8%A1%A8%EF%BC%88%E4%BB%A4%E5%92%8C%EF%BC%97%E5%B9%B4%EF%BC%94%E6%9C%88%EF%BC%91%E6%97%A5%E3%81%8B%E3%82%89%EF%BC%89.pdf,施設基本料・冷暖房・操作人件費・その他備品,"指定管理者公式の2025年4月1日改定料金表を画像照合し主道場1式1日2,080円を確認"
PRICE-648,CAND-151,gcube-event,facility,exhibition,weekday,09:00-17:00,1524600,included,per_time_band,イベントホール全体A+B+C+D+E・興行展示会利用,2025-08-17,2026-08-05,verified,https://www.gco.co.jp/wp02/wp-content/themes/gco/assets/img/organizer/price/events_exhibitions_2508.pdf,土日祝10%増、準備撤収30%引、4月30日〜5月6日20%引、追加設備・技術・通信,運営者公式の2025年8月17日適用料金表を画像照合。空調・電灯・備品セッティングは施設利用料に含む
PRICE-649,CAND-151,gcube-event,facility,exhibition,weekday,per_hour,227700,included,per_hour,イベントホール全体A+B+C+D+E・延長1時間,2025-08-17,2026-08-05,verified,https://www.gco.co.jp/wp02/wp-content/themes/gco/assets/img/organizer/price/events_exhibitions_2508.pdf,土日祝10%増、準備撤収30%引、追加設備・技術・通信,運営者公式の2025年8月17日適用料金表を画像照合。時間区分に続く1時間又は17:00〜翌9:00の1時間
PRICE-650,CAND-151,gcube-event-1930,facility,exhibition,weekday,09:00-17:00,1222100,included,per_time_band,"イベントホールA+B+C+D又はB+C+D+E・1,930㎡",2025-08-17,2026-08-05,verified,https://www.gco.co.jp/wp02/wp-content/themes/gco/assets/img/organizer/price/events_exhibitions_2508.pdf,土日祝10%増、準備撤収30%引、4月30日〜5月6日20%引、追加設備・技術・通信,運営者公式の2025年8月17日適用料金表を画像照合
PRICE-651,CAND-151,gcube-event-1500,facility,exhibition,weekday,09:00-17:00,919600,included,per_time_band,"イベントホールA+B+C又はC+D+E・1,500㎡",2025-08-17,2026-08-05,verified,https://www.gco.co.jp/wp02/wp-content/themes/gco/assets/img/organizer/price/events_exhibitions_2508.pdf,土日祝10%増、準備撤収30%引、4月30日〜5月6日20%引、追加設備・技術・通信,運営者公式の2025年8月17日適用料金表を画像照合
PRICE-652,CAND-151,gcube-event-1260,facility,exhibition,weekday,09:00-17:00,919600,included,per_time_band,"イベントホールB+C+D・1,260㎡",2025-08-17,2026-08-05,verified,https://www.gco.co.jp/wp02/wp-content/themes/gco/assets/img/organizer/price/events_exhibitions_2508.pdf,土日祝10%増、準備撤収30%引、4月30日〜5月6日20%引、追加設備・技術・通信,運営者公式の2025年8月17日適用料金表を画像照合
PRICE-653,CAND-151,gcube-event-1100,facility,exhibition,weekday,09:00-17:00,762300,included,per_time_band,"イベントホールA+B又はD+E・1,100㎡",2025-08-17,2026-08-05,verified,https://www.gco.co.jp/wp02/wp-content/themes/gco/assets/img/organizer/price/events_exhibitions_2508.pdf,土日祝10%増、準備撤収30%引、4月30日〜5月6日20%引、追加設備・技術・通信,運営者公式の2025年8月17日適用料金表を画像照合
PRICE-654,CAND-151,gcube-event-830,facility,exhibition,weekday,09:00-17:00,762300,included,per_time_band,イベントホールB+C又はC+D・830㎡,2025-08-17,2026-08-05,verified,https://www.gco.co.jp/wp02/wp-content/themes/gco/assets/img/organizer/price/events_exhibitions_2508.pdf,土日祝10%増、準備撤収30%引、4月30日〜5月6日20%引、追加設備・技術・通信,運営者公式の2025年8月17日適用料金表を画像照合
PRICE-655,CAND-151,gcube-event-670,facility,exhibition,weekday,09:00-17:00,459800,included,per_time_band,イベントホールA又はE・670㎡,2025-08-17,2026-08-05,verified,https://www.gco.co.jp/wp02/wp-content/themes/gco/assets/img/organizer/price/events_exhibitions_2508.pdf,土日祝10%増、準備撤収30%引、4月30日〜5月6日20%引、追加設備・技術・通信,運営者公式の2025年8月17日適用料金表を画像照合
PRICE-656,CAND-151,gcube-main,facility,event,weekday,09:00-21:00,1633500,included,per_day,メインホール全体1〜2階席・興行展示会利用,2025-08-17,2026-08-05,verified,https://www.gco.co.jp/wp02/wp-content/themes/gco/assets/img/organizer/price/events_exhibitions_2508.pdf,土日祝10%増、準備撤収30%引、追加設備・技術・通信,運営者公式の2025年8月17日適用料金表を画像照合。空調・電灯・備品セッティングは施設利用料に含む
PRICE-657,CAND-151,gcube-main,facility,event,weekday,per_hour,323400,included,per_hour,メインホール全体1〜2階席・延長1時間,2025-08-17,2026-08-05,verified,https://www.gco.co.jp/wp02/wp-content/themes/gco/assets/img/organizer/price/events_exhibitions_2508.pdf,土日祝10%増、準備撤収30%引、追加設備・技術・通信,運営者公式の2025年8月17日適用料金表を画像照合
PRICE-658,CAND-161,marronnier-large,facility,exhibition,weekday,09:00-17:00,448000,included,per_day,大展示場全面・会期・平日,2022-12-01,2026-08-05,verified,https://www.marronnierplaza.jp/assets/pdf/other/price/price.pdf,入場料等加算・冷暖房・電気水道・早朝警備・清掃,現行公式ダウンロードページが案内する2022年12月1日改定税込表を画像照合。実予約時に改定有無を再確認
PRICE-659,CAND-161,marronnier-large,facility,exhibition,weekend_holiday,09:00-17:00,538000,included,per_day,大展示場全面・会期・土日祝,2022-12-01,2026-08-05,verified,https://www.marronnierplaza.jp/assets/pdf/other/price/price.pdf,入場料等加算・冷暖房・電気水道・早朝警備・清掃,現行公式ダウンロードページが案内する2022年12月1日改定税込表を画像照合。実予約時に改定有無を再確認
PRICE-660,CAND-161,marronnier-large,setup_teardown,setup_teardown,weekday,09:00-17:00,358400,included,per_day,大展示場全面・準備撤去・平日,2022-12-01,2026-08-05,verified,https://www.marronnierplaza.jp/assets/pdf/other/price/price.pdf,入場料等加算・冷暖房・電気水道・早朝警備・清掃,"現行公式ダウンロードページが案内する2022年12月1日改定税込表を画像照合。会期448,000円とは分離"
PRICE-661,CAND-161,marronnier-large,setup_teardown,setup_teardown,weekend_holiday,09:00-17:00,430400,included,per_day,大展示場全面・準備撤去・土日祝,2022-12-01,2026-08-05,verified,https://www.marronnierplaza.jp/assets/pdf/other/price/price.pdf,入場料等加算・冷暖房・電気水道・早朝警備・清掃,"現行公式ダウンロードページが案内する2022年12月1日改定税込表を画像照合。会期538,000円とは分離"
PRICE-662,CAND-161,marronnier-large-two-thirds,facility,exhibition,weekday,09:00-17:00,304000,included,per_day,"大展示場2/3・1,780㎡・会期・平日",2022-12-01,2026-08-05,verified,https://www.marronnierplaza.jp/assets/pdf/other/price/price.pdf,入場料等加算・冷暖房・電気水道・早朝警備・清掃,現行公式ダウンロードページが案内する2022年12月1日改定税込表を画像照合
PRICE-663,CAND-161,marronnier-large-two-thirds,facility,exhibition,weekend_holiday,09:00-17:00,364000,included,per_day,"大展示場2/3・1,780㎡・会期・土日祝",2022-12-01,2026-08-05,verified,https://www.marronnierplaza.jp/assets/pdf/other/price/price.pdf,入場料等加算・冷暖房・電気水道・早朝警備・清掃,現行公式ダウンロードページが案内する2022年12月1日改定税込表を画像照合
PRICE-664,CAND-161,marronnier-large-half,facility,exhibition,weekday,09:00-17:00,231000,included,per_day,"大展示場1/2・1,333㎡・会期・平日",2022-12-01,2026-08-05,verified,https://www.marronnierplaza.jp/assets/pdf/other/price/price.pdf,入場料等加算・冷暖房・電気水道・早朝警備・清掃,現行公式ダウンロードページが案内する2022年12月1日改定税込表を画像照合
PRICE-665,CAND-161,marronnier-large-half,facility,exhibition,weekend_holiday,09:00-17:00,276000,included,per_day,"大展示場1/2・1,333㎡・会期・土日祝",2022-12-01,2026-08-05,verified,https://www.marronnierplaza.jp/assets/pdf/other/price/price.pdf,入場料等加算・冷暖房・電気水道・早朝警備・清掃,現行公式ダウンロードページが案内する2022年12月1日改定税込表を画像照合
PRICE-666,CAND-161,marronnier-large-third,facility,exhibition,weekday,09:00-17:00,154000,included,per_day,大展示場1/3・890㎡・会期・平日,2022-12-01,2026-08-05,verified,https://www.marronnierplaza.jp/assets/pdf/other/price/price.pdf,入場料等加算・冷暖房・電気水道・早朝警備・清掃,現行公式ダウンロードページが案内する2022年12月1日改定税込表を画像照合
PRICE-667,CAND-161,marronnier-large-third,facility,exhibition,weekend_holiday,09:00-17:00,187000,included,per_day,大展示場1/3・890㎡・会期・土日祝,2022-12-01,2026-08-05,verified,https://www.marronnierplaza.jp/assets/pdf/other/price/price.pdf,入場料等加算・冷暖房・電気水道・早朝警備・清掃,現行公式ダウンロードページが案内する2022年12月1日改定税込表を画像照合
PRICE-668,CAND-161,marronnier-large,hvac,all,all,per_hour,15400,included,per_hour,大展示場・冷暖房,2022-12-01,2026-08-05,verified,https://www.marronnierplaza.jp/assets/pdf/other/price/price.pdf,施設基本料・電気水道・早朝警備・清掃,現行公式ダウンロードページが案内する2022年12月1日改定税込表を画像照合。利用面積に関係なく同額
PRICE-669,CAND-101,nishiten-large,facility,exhibition,all,08:00-18:00,836000,included,per_day,大展示場全面・産業貿易関係,,2026-08-05,verified,https://hello-kitakyushu.or.jp/nishiten/fee/,時間外・光熱水・空調・警備・清掃・ごみ・附帯設備・通信,運営者公式の現行HTML税込表を確認。準備撤去日の半日利用は半額
PRICE-670,CAND-101,nishiten-large,facility,performance,all,08:00-18:00,1199000,included,per_day,大展示場全面・その他目的,,2026-08-05,verified,https://hello-kitakyushu.or.jp/nishiten/fee/,時間外・光熱水・空調・警備・清掃・ごみ・附帯設備・通信,"運営者公式の現行HTML税込表を確認。産業貿易関係836,000円とは用途を分離"
PRICE-671,CAND-101,nishiten-large-two-thirds,facility,exhibition,all,08:00-18:00,638000,included,per_day,大展示場2/3・産業貿易関係,,2026-08-05,verified,https://hello-kitakyushu.or.jp/nishiten/fee/,時間外・光熱水・空調・警備・清掃・ごみ・附帯設備・通信,運営者公式の現行HTML税込表を確認
PRICE-672,CAND-101,nishiten-large-two-thirds,facility,performance,all,08:00-18:00,880000,included,per_day,大展示場2/3・その他目的,,2026-08-05,verified,https://hello-kitakyushu.or.jp/nishiten/fee/,時間外・光熱水・空調・警備・清掃・ごみ・附帯設備・通信,運営者公式の現行HTML税込表を確認
PRICE-673,CAND-101,nishiten-large-half,facility,exhibition,all,08:00-18:00,473000,included,per_day,大展示場1/2・産業貿易関係,,2026-08-05,verified,https://hello-kitakyushu.or.jp/nishiten/fee/,時間外・光熱水・空調・警備・清掃・ごみ・附帯設備・通信,運営者公式の現行HTML税込表を確認
PRICE-674,CAND-101,nishiten-large-half,facility,performance,all,08:00-18:00,693000,included,per_day,大展示場1/2・その他目的,,2026-08-05,verified,https://hello-kitakyushu.or.jp/nishiten/fee/,時間外・光熱水・空調・警備・清掃・ごみ・附帯設備・通信,運営者公式の現行HTML税込表を確認
PRICE-675,CAND-101,nishiten-large-third,facility,exhibition,all,08:00-18:00,330000,included,per_day,大展示場1/3・産業貿易関係,,2026-08-05,verified,https://hello-kitakyushu.or.jp/nishiten/fee/,時間外・光熱水・空調・警備・清掃・ごみ・附帯設備・通信,運営者公式の現行HTML税込表を確認
PRICE-676,CAND-101,nishiten-large-third,facility,performance,all,08:00-18:00,506000,included,per_day,大展示場1/3・その他目的,,2026-08-05,verified,https://hello-kitakyushu.or.jp/nishiten/fee/,時間外・光熱水・空調・警備・清掃・ごみ・附帯設備・通信,運営者公式の現行HTML税込表を確認
PRICE-677,CAND-101,nishiten-large,audio,all,all,per_day,2200,included,per_day,放送用具1式・マイク1本・ワイヤレス1本・有線放送1か所,,2026-08-05,verified,https://hello-kitakyushu.or.jp/nishiten/fee/,施設基本料・追加マイク・音響操作・電源・通信,運営者公式の現行HTML税込表を確認
PRICE-678,CAND-101,nishiten-large,cleaning,all,all,per_event,76000,included,per_event,大展示場全面・最終清掃,,2026-08-05,verified,https://hello-kitakyushu.or.jp/nishiten/fee/,施設基本料・ごみ処理・光熱水・警備・通信,運営者公式の現行HTML税込表を確認。ごみ処理は別料金
PRICE-679,CAND-141,parkdome-ground,facility,amateur_sports,all,per_hour,5330,included,per_hour,グラウンド全面・学生・アマチュアスポーツ,,2026-08-05,verified,https://www.kspa.or.jp/park_charge/,入場料徴収時加算・夜間照明・大型映像・放送・物販申請,指定管理者公式の現行HTML税込表を確認
PRICE-680,CAND-141,parkdome-ground,facility,amateur_sports,all,per_hour,11710,included,per_hour,グラウンド全面・一般・アマチュアスポーツ,,2026-08-05,verified,https://www.kspa.or.jp/park_charge/,入場料徴収時加算・夜間照明・大型映像・放送・物販申請,指定管理者公式の現行HTML税込表を確認
PRICE-681,CAND-141,parkdome-ground,facility,other_no_admission,all,per_hour,35130,included,per_hour,グラウンド全面・アマチュアスポーツ以外,,2026-08-05,verified,https://www.kspa.or.jp/park_charge/,入場料徴収時加算・夜間照明・大型映像・放送・物販申請,指定管理者公式の現行HTML税込表を確認。プロスポーツ等を含み得る区分で、非スポーツ利用可否・内容は事前確認が必要
PRICE-682,CAND-141,parkdome-quarter,facility,other_no_admission,all,per_hour,8790,included,per_hour,グラウンド1/4面・アマチュアスポーツ以外,,2026-08-05,verified,https://www.kspa.or.jp/park_charge/,入場料徴収時加算・夜間照明・大型映像・放送・物販申請,指定管理者公式の現行HTML税込表を確認。プロスポーツ等を含み得る区分で、非スポーツ利用可否・内容は事前確認が必要
PRICE-683,CAND-164,twin-north,facility,exhibition,all,09:00-17:00,803000,included,per_day,"北館大展示場全面・5,000㎡",2023-04-01,2026-08-05,verified,https://www.t-messe.or.jp/organizer/price.html,時間外・冷暖房・附帯設備・中小企業以外/入場料加算,運営者公式の現行HTML税込表を確認。令和5年4月1日現在
PRICE-684,CAND-164,twin-north,facility,exhibition,all,09:00-13:00,418000,included,per_half_day,北館大展示場全面・半日,2023-04-01,2026-08-05,verified,https://www.t-messe.or.jp/organizer/price.html,時間外・冷暖房・附帯設備・中小企業以外/入場料加算,運営者公式の現行HTML税込表を確認。13:00〜17:00も同額
PRICE-685,CAND-164,twin-north,hvac,all,all,per_hour,33000,included,per_hour,北館大展示場全面・冷暖房,2023-04-01,2026-08-05,verified,https://www.t-messe.or.jp/organizer/price.html,施設基本料・附帯設備,運営者公式の現行HTML税込表を確認
PRICE-686,CAND-164,twin-north-half,facility,exhibition,all,09:00-17:00,440000,included,per_day,"北館大展示場1/2・2,500㎡",2023-04-01,2026-08-05,verified,https://www.t-messe.or.jp/organizer/price.html,時間外・冷暖房・附帯設備・中小企業以外/入場料加算,運営者公式の現行HTML税込表を確認
PRICE-687,CAND-164,twin-south,facility,exhibition,all,09:00-17:00,836000,included,per_day,"南館大展示場全面・5,400㎡",2023-04-01,2026-08-05,verified,https://www.t-messe.or.jp/organizer/price.html,時間外・冷暖房・附帯設備・中小企業以外/入場料加算,運営者公式の現行HTML税込表を確認。令和5年4月1日現在
PRICE-688,CAND-164,twin-south,facility,exhibition,all,09:00-13:00,429000,included,per_half_day,南館大展示場全面・半日,2023-04-01,2026-08-05,verified,https://www.t-messe.or.jp/organizer/price.html,時間外・冷暖房・附帯設備・中小企業以外/入場料加算,運営者公式の現行HTML税込表を確認。13:00〜17:00も同額
PRICE-689,CAND-164,twin-south,hvac,all,all,per_hour,34100,included,per_hour,南館大展示場全面・冷暖房,2023-04-01,2026-08-05,verified,https://www.t-messe.or.jp/organizer/price.html,施設基本料・附帯設備,運営者公式の現行HTML税込表を確認
PRICE-690,CAND-164,twin-south-two-thirds,facility,exhibition,all,09:00-17:00,583000,included,per_day,"南館大展示場2/3・3,600㎡",2023-04-01,2026-08-05,verified,https://www.t-messe.or.jp/organizer/price.html,時間外・冷暖房・附帯設備・中小企業以外/入場料加算,運営者公式の現行HTML税込表を確認
PRICE-691,CAND-164,twin-south-third,facility,exhibition,all,09:00-17:00,308000,included,per_day,"南館大展示場1/3・1,800㎡",2023-04-01,2026-08-05,verified,https://www.t-messe.or.jp/organizer/price.html,時間外・冷暖房・附帯設備・中小企業以外/入場料加算,運営者公式の現行HTML税込表を確認
PRICE-692,CAND-164,twin-north,audio,all,all,per_day,7260,included,per_day,展示場用放送設備1式・マイク1本,2023-04-01,2026-08-05,verified,https://www.t-messe.or.jp/organizer/price.html,施設基本料・追加マイク・PA・操作・電源・通信,運営者公式の現行HTML税込表を確認
PRICE-693,CAND-166,prism-main,setup_teardown,setup_teardown,all,09:00-22:00,1815000,included,per_day,"全面2,809㎡・設営撤去日",2026-04-01,2026-08-05,verified,https://www.tokyo-dome.co.jp/prism/organizer/pdf/fee.pdf,本番利用・空調・音響・電気・警備・清掃,運営者公式の2026年度税込料金表を確認。2027年3月31日まで有効
PRICE-694,CAND-166,prism-pattern-a,facility,exhibition,all,10:00-18:00,2970000,included,per_day,"パターンA・2,327㎡・イベント開催日",2026-04-01,2026-08-05,verified,https://www.tokyo-dome.co.jp/prism/organizer/pdf/fee.pdf,時間外・空調・音響・電気・警備・清掃,運営者公式の2026年度税込料金表を確認。2027年3月31日まで有効
PRICE-695,CAND-166,prism-pattern-a,setup_teardown,setup_teardown,all,09:00-22:00,1485000,included,per_day,"パターンA・2,327㎡・設営撤去日",2026-04-01,2026-08-05,verified,https://www.tokyo-dome.co.jp/prism/organizer/pdf/fee.pdf,本番利用・空調・音響・電気・警備・清掃,運営者公式の2026年度税込料金表を確認。2027年3月31日まで有効
PRICE-696,CAND-166,prism-pattern-b,facility,exhibition,all,10:00-18:00,1815000,included,per_day,"パターンB・西半面1,374㎡・イベント開催日",2026-04-01,2026-08-05,verified,https://www.tokyo-dome.co.jp/prism/organizer/pdf/fee.pdf,時間外・空調・音響・電気・警備・清掃,運営者公式の2026年度税込料金表を確認。半面は他催事との同時開催条件あり
PRICE-697,CAND-166,prism-pattern-b,setup_teardown,setup_teardown,all,09:00-22:00,907500,included,per_day,"パターンB・西半面1,374㎡・設営撤去日",2026-04-01,2026-08-05,verified,https://www.tokyo-dome.co.jp/prism/organizer/pdf/fee.pdf,本番利用・空調・音響・電気・警備・清掃,運営者公式の2026年度税込料金表を確認。半面は他催事との同時開催条件あり
PRICE-698,CAND-166,prism-pattern-c,facility,exhibition,all,10:00-18:00,1815000,included,per_day,"パターンC・東半面1,374㎡・イベント開催日",2026-04-01,2026-08-05,verified,https://www.tokyo-dome.co.jp/prism/organizer/pdf/fee.pdf,時間外・空調・音響・電気・警備・清掃,運営者公式の2026年度税込料金表を確認。半面は他催事との同時開催条件あり
PRICE-699,CAND-166,prism-pattern-c,setup_teardown,setup_teardown,all,09:00-22:00,907500,included,per_day,"パターンC・東半面1,374㎡・設営撤去日",2026-04-01,2026-08-05,verified,https://www.tokyo-dome.co.jp/prism/organizer/pdf/fee.pdf,本番利用・空調・音響・電気・警備・清掃,運営者公式の2026年度税込料金表を確認。半面は他催事との同時開催条件あり
PRICE-700,CAND-166,prism-main,hvac,all,all,per_day,88000,included,per_day,全面・空調設備1日,2026-04-01,2026-08-05,verified,https://www.tokyo-dome.co.jp/prism/organizer/pdf/fee.pdf,施設基本料・時間外・電気・警備・清掃,運営者公式の2026年度税込料金表を確認
PRICE-701,CAND-166,prism-main,audio,all,all,per_event,11000,included,per_event,音響設備1式・イベント開催日,2026-04-01,2026-08-05,verified,https://www.tokyo-dome.co.jp/prism/organizer/pdf/fee.pdf,施設基本料・追加機材・オペレーター・電気,運営者公式の2026年度税込料金表を確認
PRICE-702,CAND-169,ehime-kenbun-main,facility,performance,weekend_holiday,09:00-22:00,332380,included,per_day,メインホール・土日祝・入場無料・全日,2025-04-01,2026-08-05,verified,https://www.kenbun.jp/rent/price/,附帯設備・冷暖房・時間外,運営者公式の現行税込料金表を確認
PRICE-703,CAND-169,ehime-kenbun-main,facility,performance,weekday,09:00-22:00,360100,included,per_day,"メインホール・平日・最高入場料1,100円未満・全日",2025-04-01,2026-08-05,verified,https://www.kenbun.jp/rent/price/,附帯設備・冷暖房・時間外,運営者公式の現行税込料金表を確認
PRICE-704,CAND-169,ehime-kenbun-main,facility,performance,weekend_holiday,09:00-22:00,432120,included,per_day,"メインホール・土日祝・最高入場料1,100円未満・全日",2025-04-01,2026-08-05,verified,https://www.kenbun.jp/rent/price/,附帯設備・冷暖房・時間外,運営者公式の現行税込料金表を確認
PRICE-705,CAND-169,ehime-kenbun-main,facility,performance,weekday,09:00-22:00,443200,included,per_day,"メインホール・平日・最高入場料1,100円以上3,300円未満・全日",2025-04-01,2026-08-05,verified,https://www.kenbun.jp/rent/price/,附帯設備・冷暖房・時間外,運営者公式の現行税込料金表を確認
PRICE-706,CAND-169,ehime-kenbun-main,facility,performance,weekend_holiday,09:00-22:00,531840,included,per_day,"メインホール・土日祝・最高入場料1,100円以上3,300円未満・全日",2025-04-01,2026-08-05,verified,https://www.kenbun.jp/rent/price/,附帯設備・冷暖房・時間外,運営者公式の現行税込料金表を確認
PRICE-707,CAND-169,ehime-kenbun-main,facility,performance,weekday,09:00-22:00,554010,included,per_day,"メインホール・平日・最高入場料3,300円以上・全日",2025-04-01,2026-08-05,verified,https://www.kenbun.jp/rent/price/,附帯設備・冷暖房・時間外,運営者公式の現行税込料金表を確認
PRICE-708,CAND-169,ehime-kenbun-main,facility,performance,weekend_holiday,09:00-22:00,664800,included,per_day,"メインホール・土日祝・最高入場料3,300円以上・全日",2025-04-01,2026-08-05,verified,https://www.kenbun.jp/rent/price/,附帯設備・冷暖房・時間外,運営者公式の現行税込料金表を確認
PRICE-709,CAND-169,ehime-kenbun-main,setup_teardown,setup_teardown,weekday,09:00-22:00,138480,included,per_day,メインホール・平日・準備またはリハーサル・全日,2025-04-01,2026-08-05,verified,https://www.kenbun.jp/rent/price/,本番利用・附帯設備・冷暖房・時間外,運営者公式の現行税込料金表を確認
PRICE-710,CAND-169,ehime-kenbun-main,setup_teardown,setup_teardown,weekend_holiday,09:00-22:00,166190,included,per_day,メインホール・土日祝・準備またはリハーサル・全日,2025-04-01,2026-08-05,verified,https://www.kenbun.jp/rent/price/,本番利用・附帯設備・冷暖房・時間外,運営者公式の現行税込料金表を確認
PRICE-711,CAND-137,hiroshima-exhibition-one-zone,facility,exhibition,all,09:00-17:00,79200,included,per_day,展示館1区画・660㎡・入場料を徴収しない場合,,2026-08-05,verified,https://exhibition-oken.jp/ご利用料金案内/,時間外・附帯設備・入場料徴収時加算,運営者公式の現行税込料金ページを確認
PRICE-712,CAND-137,hiroshima-exhibition-two-zones,facility,exhibition,all,09:00-17:00,158400,included,per_day,"展示館2区画・1,320㎡・入場料を徴収しない場合",,2026-08-05,verified,https://exhibition-oken.jp/ご利用料金案内/,時間外・附帯設備・入場料徴収時加算,運営者公式の現行税込料金ページを確認
PRICE-713,CAND-137,hiroshima-exhibition-three-zones,facility,exhibition,all,09:00-17:00,237600,included,per_day,"展示館3区画・1,980㎡・入場料を徴収しない場合",,2026-08-05,verified,https://exhibition-oken.jp/ご利用料金案内/,時間外・附帯設備・入場料徴収時加算,運営者公式の現行税込料金ページを確認
PRICE-714,CAND-137,hiroshima-exhibition,facility,exhibition,all,09:00-17:00,633600,included,per_day,"展示館全面・2,640㎡・入場料を徴収する場合",,2026-08-05,verified,https://exhibition-oken.jp/ご利用料金案内/,時間外・附帯設備,"公式表の入場料徴収時2倍規定に基づき316,800円×2で算出"
PRICE-715,CAND-137,hiroshima-exhibition-one-zone,facility,exhibition,all,09:00-17:00,158400,included,per_day,展示館1区画・660㎡・入場料を徴収する場合,,2026-08-05,verified,https://exhibition-oken.jp/ご利用料金案内/,時間外・附帯設備,"公式表の入場料徴収時2倍規定に基づき79,200円×2で算出"
PRICE-716,CAND-137,hiroshima-exhibition-two-zones,facility,exhibition,all,09:00-17:00,316800,included,per_day,"展示館2区画・1,320㎡・入場料を徴収する場合",,2026-08-05,verified,https://exhibition-oken.jp/ご利用料金案内/,時間外・附帯設備,"公式表の入場料徴収時2倍規定に基づき158,400円×2で算出"
PRICE-717,CAND-137,hiroshima-exhibition-three-zones,facility,exhibition,all,09:00-17:00,475200,included,per_day,"展示館3区画・1,980㎡・入場料を徴収する場合",,2026-08-05,verified,https://exhibition-oken.jp/ご利用料金案内/,時間外・附帯設備,"公式表の入場料徴収時2倍規定に基づき237,600円×2で算出"
PRICE-718,CAND-172,rohm-main,facility,performance,weekend_holiday,09:00-22:00,663700,included,per_day,メインホール全席・土日祝・入場無料・全3区分本番,2023-04-01,2026-08-05,verified,https://rohmtheatrekyoto.jp/rental/price/,付属設備・延長・人件費・物販手数料,運営者公式の現行HTML税込表を確認。ページ表示は2023年4月現在
PRICE-719,CAND-172,rohm-main,facility,performance,weekend_holiday,09:00-22:00,885000,included,per_day,"メインホール全席・土日祝・最高入場料3,000円以下・全3区分本番",2023-04-01,2026-08-05,verified,https://rohmtheatrekyoto.jp/rental/price/,付属設備・延長・人件費・物販手数料,運営者公式の現行HTML税込表を確認。ページ表示は2023年4月現在
PRICE-720,CAND-172,rohm-main,facility,performance,weekend_holiday,09:00-22:00,1206800,included,per_day,"メインホール全席・土日祝・最高入場料3,001円以上・全3区分本番",2023-04-01,2026-08-05,verified,https://rohmtheatrekyoto.jp/rental/price/,付属設備・延長・人件費・物販手数料,運営者公式の現行HTML税込表を確認。ページ表示は2023年4月現在
PRICE-721,CAND-172,rohm-main,facility,performance,weekday,09:00-22:00,462600,included,per_day,メインホール全席・平日・入場無料・全3区分本番,2023-04-01,2026-08-05,verified,https://rohmtheatrekyoto.jp/rental/price/,付属設備・延長・人件費・物販手数料,運営者公式の現行HTML税込表を確認。ページ表示は2023年4月現在
PRICE-722,CAND-172,rohm-main,facility,performance,weekday,09:00-22:00,647600,included,per_day,"メインホール全席・平日・最高入場料3,000円以下・全3区分本番",2023-04-01,2026-08-05,verified,https://rohmtheatrekyoto.jp/rental/price/,付属設備・延長・人件費・物販手数料,運営者公式の現行HTML税込表を確認。ページ表示は2023年4月現在
PRICE-723,CAND-172,rohm-main,facility,performance,weekday,09:00-22:00,809500,included,per_day,"メインホール全席・平日・最高入場料3,001円以上・全3区分本番",2023-04-01,2026-08-05,verified,https://rohmtheatrekyoto.jp/rental/price/,付属設備・延長・人件費・物販手数料,運営者公式の現行HTML税込表を確認。ページ表示は2023年4月現在
