event_id,series,year,event_status,country,prefecture_or_state,city,venue_names,verification_status,source_url,note
REG-2025-CJ,JYYF_REGIONAL,2025,held,日本,愛知県,岩倉市,"アデリア総合体育文化センター",verified,https://www.jyyf.org/,"中部"
REG-2025-EJ1,JYYF_REGIONAL,2025,held,日本,東京都,東久留米市,"成美教育文化会館",verified,https://www.jyyf.org/,"関東1"
REG-2025-EJ2,JYYF_REGIONAL,2025,held,日本,神奈川県,横浜市,"横浜市技能文化会館",verified,https://www.jyyf.org/,"関東2"
REG-2025-SJ,JYYF_REGIONAL,2025,held,日本,愛媛県,松山市,"愛媛県県民文化会館 別館",verified,https://www.jyyf.org/,"中四国"
REG-2026-EJ1,JYYF_REGIONAL,2026,held,日本,東京都,東久留米市,"成美教育文化会館",verified,https://www.jyyf.org/,"関東1"
REG-2026-WJ,JYYF_REGIONAL,2026,held,日本,大阪府,大阪市,"大阪市立北区民センター",verified,https://www.jyyf.org/,"西日本"
REG-2026-EJ2,JYYF_REGIONAL,2026,held,日本,神奈川県,横浜市,"横浜市技能文化会館",verified,https://www.jyyf.org/,"関東2"
REG-2026-CJ,JYYF_REGIONAL,2026,held,日本,愛知県,岩倉市,"アデリア総合体育文化センター",verified,https://www.jyyf.org/,"中部"
REG-2026-SJ,JYYF_REGIONAL,2026,held,日本,愛媛県,松山市,"愛媛県県民文化会館 別館",verified,https://www.jyyf.org/,"中四国"
WYYC-1999,WYYC,1999,held,アメリカ,ハワイ州,ホノルル,"",needs_check,https://iyyf.org/world-yo-yo-contest/,"IYYF公式アーカイブで開催都市とHPK/Bandai運営を確認。正確な施設名は未確認"
WYYC-2000,WYYC,2000,held,アメリカ,フロリダ州,オーランド,"ユニバーサル・スタジオ・フロリダ内 ニコロデオン・スタジオ",verified,https://www.worldyoyocontest.com/2000worlds/release.html,"公式プレスリリースで確認"
WYYC-2001,WYYC,2001,held,アメリカ,フロリダ州,オーランド,"ローゼン・プラザ・ホテル",verified,https://www.worldyoyocontest.com/2001worlds/,"公式年次サイトと翌年案内のsame hotel表記で確認"
WYYC-2002,WYYC,2002,held,アメリカ,フロリダ州,オーランド,"ローゼン・プラザ・ホテル",verified,https://www.worldyoyocontest.com/2002worlds/,"公式年次サイトで確認"
WYYC-2003,WYYC,2003,held,アメリカ,フロリダ州,オーランド,"ローゼン・プラザ・ホテル",verified,https://www.worldyoyocontest.com/2003worlds/,"公式年次サイトで確認"
WYYC-2004,WYYC,2004,held,アメリカ,フロリダ州,オーランド,"ローゼン・プラザ・ホテル",verified,https://www.worldyoyocontest.com/2004worlds/,"公式年次サイトで確認"
WYYC-2005,WYYC,2005,held,アメリカ,フロリダ州,オーランド,"ローゼン・プラザ・ホテル",verified,https://www.worldyoyocontest.com/2005worlds/,"公式年次サイト・公式告知PDFで確認"
WYYC-2006,WYYC,2006,held,アメリカ,フロリダ州,オーランド,"ローゼン・プラザ・ホテル",verified,https://www.worldyoyocontest.com/2006worlds/,"公式年次サイト・公式プログラムで確認"
WYYC-2007,WYYC,2007,held,アメリカ,フロリダ州,オーランド,"ローゼン・プラザ・ホテル",verified,https://www.worldyoyocontest.com/2007worlds/,"公式年次サイト・公式プログラムで確認"
WYYC-2008,WYYC,2008,held,アメリカ,フロリダ州,オーランド,"ローゼン・プラザ・ホテル",verified,https://www.worldyoyocontest.com/2008worlds/,"公式年次サイトで確認"
WYYC-2009,WYYC,2009,held,アメリカ,フロリダ州,オーランド,"ローゼン・プラザ・ホテル",verified,https://www.worldyoyocontest.com/2009worlds/,"公式年次サイトで確認"
WYYC-2010,WYYC,2010,held,アメリカ,フロリダ州,オーランド,"ローゼン・プラザ・ホテル",verified,https://www.worldyoyocontest.com/2010worlds/,"公式年次サイトで確認"
WYYC-2011,WYYC,2011,held,アメリカ,フロリダ州,オーランド,"ローゼン・プラザ・ホテル",verified,https://www.worldyoyocontest.com/2011worlds/,"公式年次サイトで確認"
WYYC-2012,WYYC,2012,held,アメリカ,フロリダ州,オーランド,"ローゼン・プラザ・ホテル",verified,https://www.worldyoyocontest.com/2012worlds/,"公式年次サイトで確認"
WYYC-2013,WYYC,2013,held,アメリカ,フロリダ州,オーランド,"ローゼン・プラザ・ホテル",verified,https://www.worldyoyocontest.com/2013worlds/,"公式年次サイトで確認"
WYYC-2014,WYYC,2014,held,チェコ,,プラハ,"Archa Theatre",verified,https://web.archive.org/web/20140801000000/http://www.worldyoyocontest.com/2014worlds/about/venue/,"公式大会サイト保存版で会場名・所在地を確認"
WYYC-2015,WYYC,2015,held,日本,東京都,千代田区,"ベルサール秋葉原",verified,https://www.jyyf.org/news/294,""
WYYC-2016,WYYC,2016,held,アメリカ,オハイオ州,クリーブランド,"Renaissance Cleveland Hotel Grand Ballroom",verified,https://web.archive.org/web/20160726154509/http://worlds16.com/hotel/,"公式大会サイト保存版でホテルが公式会場、競技は22000平方フィート超のGrand Ballroomと確認"
WYYC-2017,WYYC,2017,held,アイスランド,,レイキャビク,"Harpa",verified,https://web.archive.org/web/20170801163255/http://www.iceland2017.com/,"公式大会サイト保存版でVenue Harpaと確認"
WYYC-2018,WYYC,2018,held,中国,上海市,上海,"ハイアット リージェンシー上海五角場",verified,https://www.jyyf.org/news/2196,"公式報告で528エントリー・27か国"
WYYC-2019,WYYC,2019,held,アメリカ,オハイオ州,クリーブランド,"ルネッサンス・クリーブランド・ホテル",verified,https://iyyf.org/detailed-results-and-photo-report-for-wyyc2018/,""
WYYC-2020,WYYC,2020,cancelled,,,,,"verified",https://iyyf.org/world-yo-yo-contest/,"中止"
WYYC-2021,WYYC,2021,cancelled,,,,,"verified",https://iyyf.org/world-yo-yo-contest/,"公式世界大会は中止。オンライン企画と区別"
WYYC-2022,WYYC,2022,cancelled,,,,,"verified",https://iyyf.org/world-yo-yo-contest/,"公式世界大会は中止。オンライン企画と区別"
WYYC-2023,WYYC,2023,held,日本,大阪府,大阪市,"大阪国際交流センター",verified,https://wyyc2023.com/,"公式英語表記はOsaka Conference Center"
WYYC-2024,WYYC,2024,held,アメリカ,オハイオ州,クリーブランド,"ホテル・クリーブランド",verified,https://www.jyyf.org/,"公式トップの終了大会一覧"
WYYC-2025,WYYC,2025,held,チェコ,,プラハ,"Centrum Cubex Prague",verified,https://wyyc2025.com/venue/,""
WYYC-2026,WYYC,2026,planned,日本,兵庫県,姫路市,"アクリエひめじ",verified,https://worldyoyocontest.org/,"2026-07-29時点では8月開催予定"
AJDC-2013,DIABOLO_AJDC,2013,held,日本,東京都,江東区,"BumB 東京スポーツ文化館",verified,https://diabolo.jp/AJDC/wp-content/uploads/2018/01/AJ2013_Outline.pdf,"公式大会概要で日程と会場を確認"
AJDC-2014,DIABOLO_AJDC,2014,held,日本,大阪府,門真市・大阪市,"なみはやドーム サブアリーナ;大阪市中央卸売市場 体育館",verified,https://diabolo.jp/AJDC/wp-content/uploads/2018/01/aj2014outline.pdf,"3月29日と30日で会場が異なる"
AJDC-2015,DIABOLO_AJDC,2015,held,日本,東京都,文京区,"江戸川橋体育館 競技場",verified,https://diabolo.jp/AJDC/wp-content/uploads/2018/01/AJDC2015_outline.pdf,"公式大会概要で確認"
AJDC-2016,DIABOLO_AJDC,2016,held,日本,東京都,文京区,"江戸川橋体育館 競技場;文京スポーツセンター 競技場",verified,https://diabolo.jp/AJDC/wp-content/uploads/2018/01/AJDC2016_outline.pdf,"3月29〜30日と31日で会場が異なる"
AJDC-2017,DIABOLO_AJDC,2017,held,日本,大阪府,大阪市,"大阪市立此花区民ホール;大阪市立西成区民センター",verified,https://diabolo.jp/AJDC/wp-content/uploads/2018/01/AJDC2017_outline.pdf,"3月20日と21〜22日で会場が異なる"
AJDC-2018,DIABOLO_AJDC,2018,held,日本,大阪府,大阪市,"大阪市立西成区民センター ホール",verified,https://diabolo.jp/AJDC/wp-content/uploads/2018/02/AJDC2018_outline.pdf,"公式大会概要で確認"
AJDC-2019,DIABOLO_AJDC,2019,held,日本,東京都,文京区,"文京スポーツセンター 競技場;文京区江戸川橋体育館",verified,https://diabolo.jp/AJDC/wp-content/uploads/2019/01/AJDC2019_outline.pdf,"3月25日と26日で会場が異なる"
AJDC-2021,DIABOLO_AJDC,2021,held,日本,大阪府,大阪市,"大阪市立東成区民センター 大ホール",verified,https://diabolo.jp/AJDC/wp-content/uploads/AJDC2021_about.pdf,"公式大会概要で確認"
AJDC-2022,DIABOLO_AJDC,2022,held,日本,大阪府,大阪市,"大阪市立東成区民センター 大ホール",verified,https://diabolo.jp/AJDC/wp-content/uploads/AJDC2022_about.pdf,"公式大会概要で確認"
AJDC-2023,DIABOLO_AJDC,2023,held,日本,大阪府,大阪市,"大阪市立西成区民センター ホール",verified,https://diabolo.jp/AJDC/wp-content/uploads/AJDC2023_about.pdf,"公式大会概要で確認"
AJDC-2024,DIABOLO_AJDC,2024,held,日本,大阪府,大阪市,"大阪市立西成区民センター ホール",verified,https://diabolo.jp/AJDC/wp-content/uploads/AJDC2024_details.pdf,"公式大会要項で確認"
AJDC-2025,DIABOLO_AJDC,2025,held,日本,大阪府,大阪市,"コミ協ひがしなり区民センター 大ホール",verified,https://diabolo.jp/AJDC/wp-content/uploads/AJDC2025_details.pdf,"公式大会要項で確認"
AJDC-2026,DIABOLO_AJDC,2026,held,日本,大阪府,大阪市,"コミ協ひがしなり区民センター 大ホール",verified,https://diabolo.jp/AJDC/,"2026年3月26〜27日開催"
OIDC-2017,DIABOLO_OIDC,2017,held,日本,大阪府,大阪市,"大阪市立此花区民ホール;大阪市立東成区民センター 大ホール",verified,https://diabolo.jp/OIDC/wp-content/uploads/OIDC2017_outline.pdf,"8月14日と15〜16日で会場が異なる"
OIDC-2018,DIABOLO_OIDC,2018,held,日本,大阪府,大阪市,"大阪市立西成区民センター ホール",verified,https://diabolo.jp/OIDC/wp-content/uploads/2018/06/OIDC2018_outline.pdf,"公式大会概要で確認"
OIDC-2019,DIABOLO_OIDC,2019,held,日本,大阪府,大阪市,"大阪市立東成区民センター 大ホール",verified,https://diabolo.jp/OIDC/wp-content/uploads/2019/06/OIDC2019_outline.pdf,"公式大会概要で確認"
OIDC-2023,DIABOLO_OIDC,2023,held,日本,大阪府,大阪市,"大阪市立東成区民センター 大ホール",verified,https://diabolo.jp/OIDC/wp-content/uploads/OIDC2023_details.pdf,"公式大会要項で確認"
OIDC-2024,DIABOLO_OIDC,2024,held,日本,大阪府,大阪市,"コミ協ひがしなり区民センター 大ホール",verified,https://diabolo.jp/OIDC/wp-content/uploads/OIDC2024_details.pdf,"公式大会要項で確認"
OIDC-2025,DIABOLO_OIDC,2025,held,日本,大阪府,大阪市,"コミ協ひがしなり区民センター 大ホール",verified,https://diabolo.jp/OIDC/wp-content/uploads/OIDC2025_details.pdf,"公式大会要項で確認"
OIDC-2026,DIABOLO_OIDC,2026,planned,日本,大阪府,大阪市,"コミ協ひがしなり区民センター 大ホール",verified,https://diabolo.jp/OIDC/,"2026-07-30時点では8月12〜14日開催予定"
KWC-2015,KENDAMA_KWC,2015,held,日本,広島県,廿日市市,"廿日市市スポーツセンター サンチェリー",verified,https://www.gloken.net/jp/w-cup/201506031225/,"けん玉ワールドカップ2015"
KWC-2022,KENDAMA_KWC,2022,held,日本,広島県,廿日市市,"グローバルリゾート総合スポーツセンター サンチェリー",verified,https://www.gloken.net/jp/blog/202208031131/,"公式結果記事で確認"
KWC-2023,KENDAMA_KWC,2023,held,日本,広島県,廿日市市,"グローバルリゾート総合スポーツセンター サンチェリー",verified,https://www.gloken.net/jp/wp-content/themes/gloken_ja/pdf/KWC2023_gaiyou.pdf,"公式大会概要で確認"
KWC-2024,KENDAMA_KWC,2024,held,日本,広島県,廿日市市,"グローバルリゾート総合スポーツセンター サンチェリー",verified,https://www.gloken.net/jp/blog/202408021508/,"公式結果記事で確認"
KWC-2025,KENDAMA_KWC,2025,held,日本,広島県,廿日市市,"グローバルリゾート総合スポーツセンター サンチェリー",verified,https://www.gloken.net/jp/blog/202511171033/,"公式結果記事で確認"
JKA-YOUTH-2025,KENDAMA_JKA_YOUTH,2025,held,日本,東京都,豊島区,"サンシャインシティ B1 噴水広場 特設会場",verified,https://kendama.or.jp/2025/08/22/%E3%80%8C%E7%AC%AC23%E5%9B%9E%E3%81%91%E3%82%93%E7%8E%89%E3%83%9A%E3%82%A4%E3%83%B3%E3%83%86%E3%82%A3%E3%83%B3%E3%82%B0%E3%82%B3%E3%83%B3%E3%83%86%E3%82%B9%E3%83%88%E8%A1%A8%E5%BD%B0%E5%BC%8F%EF%BD%A5/,"第37回全日本少年少女けん玉道選手権大会"
