detail_id,candidate_id,space_id,space_name,space_type,area_m2,ceiling_height_m,clear_height_min_m,ceiling_height_type,overhead_use_status,capacity_theater,capacity_fixed,floor_load_kg_m2,divisible,stage_type,sports_or_practice_use,streaming_ready,source_url,observed_at,verification_status,note
DETAIL-1073,CAND-422,kuji-amber-small,小ホール,stage_hall,,,,unknown,unknown,351,,,no,none,conditional,unknown,https://www.city.kuji.lg.jp/kanko_bunka_sports/kujisi_bunka_kaikan/4/2905.html,2026-08-05,verified,351席（車椅子2席・親子席5席を含む）。舞台高は最低天井高として未登録
DETAIL-1074,CAND-422,kuji-amber-exhibition,展示室,exhibition_space,500,,,unknown,unknown,,,,no,none,conditional,unknown,https://www.city.kuji.lg.jp/kanko_bunka_sports/kujisi_bunka_kaikan/4/2905.html,2026-08-05,verified,回廊型、床面積約500㎡
DETAIL-1075,CAND-422,kuji-amber-practice,練習室,practice_room,105,,,unknown,unknown,,,,no,none,yes,unknown,https://www.city.kuji.lg.jp/kanko_bunka_sports/kujisi_bunka_kaikan/4/2905.html,2026-08-05,verified,約105㎡。吹奏楽・合唱・バレエ・舞踏・バンド等に利用
DETAIL-1076,CAND-422,kuji-amber-audiovisual,視聴覚室,meeting_room,88,,,unknown,unknown,40,,,no,none,conditional,unknown,https://www.city.kuji.lg.jp/kanko_bunka_sports/kujisi_bunka_kaikan/4/2905.html,2026-08-05,verified,約88㎡、会議・研修・小規模映画会等に利用。定員40人（テーブル使用時）
DETAIL-1077,CAND-422,kuji-amber-meeting-1,第1会議室,meeting_room,,,,unknown,unknown,20,,,yes,none,conditional,unknown,https://www.city.kuji.lg.jp/kanko_bunka_sports/kujisi_bunka_kaikan/5/2254.html,2026-08-05,verified,定員20人（テーブル使用時）。第1〜3会議室は可動パネルで一体利用可
DETAIL-1078,CAND-422,kuji-amber-meeting-2,第2会議室,meeting_room,,,,unknown,unknown,20,,,yes,none,conditional,unknown,https://www.city.kuji.lg.jp/kanko_bunka_sports/kujisi_bunka_kaikan/5/2254.html,2026-08-05,verified,定員20人（テーブル使用時）。第1〜3会議室は可動パネルで一体利用可
DETAIL-1079,CAND-422,kuji-amber-meeting-3,第3会議室,meeting_room,,,,unknown,unknown,20,,,yes,none,conditional,unknown,https://www.city.kuji.lg.jp/kanko_bunka_sports/kujisi_bunka_kaikan/5/2254.html,2026-08-05,verified,定員20人（テーブル使用時）。第1〜3会議室は可動パネルで一体利用可
DETAIL-1080,CAND-423,kamaishi-tetto-a,ホールA,stage_hall,,,,unknown,unknown,1215,358,,yes,temporary,conditional,unknown,https://www.city.kamaishi.iwate.jp/docs/2017121800097/file_contents/2017121800097_www_city_kamaishi_iwate_jp_tanoshimu_shisetsu_shimin_hall___icsFiles_afieldfile_2017_12_18_shisetu-gaiyou_2.pdf,2026-08-05,verified,"客席838席（1階480・2階固定358）、最大1,215人（1階スタンディング857・2階358）。1階は平土間に設定可"
DETAIL-1081,CAND-423,kamaishi-tetto-b,ホールB,multipurpose_hall,209,,,unknown,unknown,440,,,no,temporary,conditional,unknown,https://www.city.kamaishi.iwate.jp/docs/2017121800097/file_contents/2017121800097_www_city_kamaishi_iwate_jp_tanoshimu_shisetsu_shimin_hall___icsFiles_afieldfile_2017_12_18_shisetu-gaiyou_2.pdf,2026-08-05,verified,209㎡の平土間。スタッキングチェア使用時218人、スタンディング440人。検索値は最大440人
DETAIL-1082,CAND-423,kamaishi-tetto-studios,スタジオ（3室）,practice_room,,,,unknown,unknown,,,,yes,none,yes,unknown,https://www.city.kamaishi.iwate.jp/docs/2017121800097/file_contents/2017121800097_www_city_kamaishi_iwate_jp_tanoshimu_shisetsu_shimin_hall___icsFiles_afieldfile_2017_12_18_shisetu-gaiyou_2.pdf,2026-08-05,verified,3室のうち1室は浮床式完全防音室。個別の面積・定員は未観測
DETAIL-1083,CAND-423,kamaishi-tetto-gallery,ギャラリー,exhibition_space,110,,,unknown,unknown,,,,no,none,conditional,unknown,https://www.city.kamaishi.iwate.jp/docs/2017121800097/file_contents/2017121800097_www_city_kamaishi_iwate_jp_tanoshimu_shisetsu_shimin_hall___icsFiles_afieldfile_2017_12_18_shisetu-gaiyou_2.pdf,2026-08-05,verified,110㎡
DETAIL-1084,CAND-423,kamaishi-tetto-piano-practice,ピアノ練習室,practice_room,,,,unknown,unknown,,,,no,none,yes,unknown,https://www.city.kamaishi.iwate.jp/docs/2017121800097/file_contents/2017121800097_www_city_kamaishi_iwate_jp_tanoshimu_shisetsu_shimin_hall___icsFiles_afieldfile_2017_12_18_shisetu-gaiyou_2.pdf,2026-08-05,verified,施設概要に掲載。面積・定員は未観測
DETAIL-1085,CAND-423,kamaishi-tetto-japanese,和室（2室）,practice_room,,,,unknown,unknown,,,,yes,none,yes,unknown,https://www.city.kamaishi.iwate.jp/docs/2017121800097/file_contents/2017121800097_www_city_kamaishi_iwate_jp_tanoshimu_shisetsu_shimin_hall___icsFiles_afieldfile_2017_12_18_shisetu-gaiyou_2.pdf,2026-08-05,verified,8畳2室、水屋付き。個別の定員は未観測
DETAIL-1086,CAND-423,kamaishi-tetto-meeting,会議室,meeting_room,,,,unknown,unknown,,,,no,none,conditional,unknown,https://www.city.kamaishi.iwate.jp/docs/2017121800097/file_contents/2017121800097_www_city_kamaishi_iwate_jp_tanoshimu_shisetsu_shimin_hall___icsFiles_afieldfile_2017_12_18_shisetu-gaiyou_2.pdf,2026-08-05,verified,施設概要に掲載。面積・定員は未観測
DETAIL-1087,CAND-424,tono-civic-large,大ホール,stage_hall,,,,unknown,unknown,924,839,,no,fixed,conditional,unknown,https://www.city.tono.iwate.jp/index.cfm/45%2C14160%2C254%2Chtml,2026-08-05,verified,1階401席（移動席85席を含む）・2階523席、合計924席。固定席検索値は839席。舞台高は最低天井高として未登録
DETAIL-1088,CAND-424,tono-civic-dressing-1,第1楽屋,practice_room,,,,unknown,unknown,20,,,no,none,yes,unknown,https://www.city.tono.iwate.jp/index.cfm/45%2C14160%2C254%2Chtml,2026-08-05,verified,洋室、定員20人
DETAIL-1089,CAND-424,tono-civic-dressing-2,第2楽屋,practice_room,,,,unknown,unknown,10,,,no,none,yes,unknown,https://www.city.tono.iwate.jp/index.cfm/45%2C14160%2C254%2Chtml,2026-08-05,verified,和室、定員10人
DETAIL-1090,CAND-424,tono-civic-dressing-3,第3楽屋,practice_room,,,,unknown,unknown,20,,,no,none,yes,unknown,https://www.city.tono.iwate.jp/index.cfm/45%2C14160%2C254%2Chtml,2026-08-05,verified,洋室、定員20人
DETAIL-1091,CAND-424,tono-civic-meeting-1,第1会議室,meeting_room,52,,,unknown,unknown,20,,,no,none,conditional,unknown,https://www.city.tono.iwate.jp/index.cfm/45%2C14160%2C254%2Chtml,2026-08-05,verified,52㎡、定員20人
DETAIL-1092,CAND-424,tono-civic-meeting-2,第2会議室,meeting_room,50,,,unknown,unknown,20,,,no,none,conditional,unknown,https://www.city.tono.iwate.jp/index.cfm/45%2C14160%2C254%2Chtml,2026-08-05,verified,50㎡、定員20人
DETAIL-1093,CAND-424,tono-civic-lecture,講義室,training_room,90,,,unknown,unknown,50,,,no,none,conditional,unknown,https://www.city.tono.iwate.jp/index.cfm/45%2C14160%2C254%2Chtml,2026-08-05,verified,90㎡、定員50人。アップライトピアノ・プロジェクター等あり
DETAIL-1094,CAND-424,tono-civic-practical,実習室,training_room,30,,,unknown,unknown,,,,no,none,conditional,unknown,https://www.city.tono.iwate.jp/index.cfm/45%2C14160%2C254%2Chtml,2026-08-05,verified,30㎡、ガスオーブン・ガスレンジ等あり
DETAIL-1095,CAND-424,tono-civic-reception,応接室,meeting_room,41,,,unknown,unknown,10,,,no,none,conditional,unknown,https://www.city.tono.iwate.jp/index.cfm/45%2C14160%2C254%2Chtml,2026-08-05,verified,41㎡、定員10人（補助席あり）
DETAIL-1096,CAND-425,semboku-civic-hall,ホール,stage_hall,,,,unknown,unknown,1024,,,no,none,conditional,unknown,https://www.city.semboku.akita.jp/facility_sys/shiminkaikan.html,2026-08-05,verified,"客席数1,024。固定・可動の内訳は未観測"
DETAIL-1097,CAND-425,semboku-civic-practice,練習室,practice_room,,,,unknown,unknown,,,,no,none,yes,unknown,https://www.city.semboku.akita.jp/facility_sys/shiminkaikan.html,2026-08-05,verified,市公式が練習室を掲載。面積・定員は未観測
DETAIL-1098,CAND-425,semboku-civic-dressing-1,楽屋第一,practice_room,,,,unknown,unknown,,,,no,none,yes,unknown,https://www.city.semboku.akita.jp/facility_sys/shiminkaikan.html,2026-08-05,verified,市公式が楽屋第一を掲載。面積・定員は未観測
DETAIL-1099,CAND-425,semboku-civic-dressing-2,楽屋第二,practice_room,,,,unknown,unknown,,,,no,none,yes,unknown,https://www.city.semboku.akita.jp/facility_sys/shiminkaikan.html,2026-08-05,verified,市公式が楽屋第二を掲載。面積・定員は未観測
DETAIL-1100,CAND-426,oga-culture-large,大ホール,stage_hall,,,,unknown,unknown,1020,1012,,no,fixed,conditional,unknown,https://www.city.oga.akita.jp/soshik/shimimbunkakaikan/ogashimimbunkakaikan/1231.html,2026-08-05,verified,"定席1,012席、母子席4・身障者席4を加え1,020席。舞台高は最低天井高として未登録"
DETAIL-1101,CAND-426,oga-culture-small,小ホール,multipurpose_hall,,,,unknown,unknown,410,,,no,temporary,conditional,unknown,https://www.city.oga.akita.jp/soshik/shimimbunkakaikan/ogashimimbunkakaikan/1231.html,2026-08-05,verified,移動席410席。舞台高は最低天井高として未登録
DETAIL-1102,CAND-426,oga-culture-rehearsal,リハーサル室,practice_room,,,,unknown,unknown,,,,no,none,yes,unknown,https://www.city.oga.akita.jp/soshik/shimimbunkakaikan/ogashimimbunkakaikan/1231.html,2026-08-05,verified,会議室としても使用可。面積・定員は未観測
DETAIL-1103,CAND-426,oga-culture-practice,練習室（2室）,practice_room,,,,unknown,unknown,,,,yes,none,yes,unknown,https://www.city.oga.akita.jp/soshik/shimimbunkakaikan/ogashimimbunkakaikan/1231.html,2026-08-05,verified,2室、会議室としても使用可。個別の面積・定員は未観測
DETAIL-1104,CAND-426,oga-culture-large-meeting,大会議室,meeting_room,,,,unknown,unknown,126,,,no,none,conditional,unknown,https://www.city.oga.akita.jp/soshik/shimimbunkakaikan/ogashimimbunkakaikan/1231.html,2026-08-05,verified,定員126人
DETAIL-1105,CAND-426,oga-culture-small-meeting,小会議室,meeting_room,,,,unknown,unknown,,,,no,none,conditional,unknown,https://www.city.oga.akita.jp/soshik/shimimbunkakaikan/ogashimimbunkakaikan/1231.html,2026-08-05,verified,市公式が1室を掲載。面積・定員は未観測
DETAIL-1106,CAND-426,oga-culture-japanese,和室（2室）,practice_room,,,,unknown,unknown,,,,yes,none,yes,unknown,https://www.city.oga.akita.jp/soshik/shimimbunkakaikan/ogashimimbunkakaikan/1231.html,2026-08-05,verified,市公式が和室2室を掲載。個別の面積・定員は未観測
DETAIL-1107,CAND-427,ugo-mirione-hall,多目的ホール,multipurpose_hall,,,,unknown,unknown,350,50,,no,temporary,conditional,unknown,https://www.town.ugo.lg.jp/sightseeing/detail.html?category_id=210&id=1283,2026-08-05,verified,移動観覧席300席・2階固定席50席、合計350席。客席未設置時は飲食利用可
DETAIL-1108,CAND-427,ugo-mirione-dressing,楽屋,practice_room,,,,unknown,unknown,,,,yes,none,yes,unknown,https://www.town.ugo.lg.jp/sightseeing/detail.html?category_id=210&id=1283,2026-08-05,verified,間仕切り2間も可能。テーブル6台・椅子16脚（定員としては未登録）
DETAIL-1109,CAND-427,ugo-mirione-circle,サークル室,practice_room,,,,unknown,unknown,,,,no,none,yes,unknown,https://www.town.ugo.lg.jp/sightseeing/detail.html?category_id=210&id=1283,2026-08-05,verified,会議・研修、音楽・舞踊練習に利用可。テーブル20台・椅子60脚（定員としては未登録）
DETAIL-1110,CAND-427,ugo-mirione-japanese-a,和室A,practice_room,,,,unknown,unknown,,,,no,none,yes,unknown,https://www.town.ugo.lg.jp/sightseeing/detail.html?category_id=210&id=1283,2026-08-05,verified,18畳。打合せ・会議等に利用可
DETAIL-1111,CAND-427,ugo-mirione-japanese-b,和室B,practice_room,,,,unknown,unknown,,,,no,none,yes,unknown,https://www.town.ugo.lg.jp/sightseeing/detail.html?category_id=210&id=1283,2026-08-05,verified,18畳。打合せ・会議等に利用可
DETAIL-1112,CAND-427,ugo-mirione-cooking,調理室,training_room,,,,unknown,unknown,,,,no,none,conditional,unknown,https://www.town.ugo.lg.jp/sightseeing/detail.html?category_id=210&id=1283,2026-08-05,verified,IH・スチームオーブン付き調理台4卓、ガスコンロ1台、丸椅子16脚（定員としては未登録）
DETAIL-1113,CAND-428,yuzawa-hall-large,大ホール,stage_hall,,,,unknown,unknown,,,,no,none,conditional,unknown,https://www.city-yuzawa.jp/site/y-bunka/,2026-08-05,verified,湯沢市公式が大ホールを掲載。面積・定員は未観測
DETAIL-1114,CAND-428,yuzawa-hall-medium,中ホール,multipurpose_hall,,,,unknown,unknown,,,,no,none,conditional,unknown,https://www.city-yuzawa.jp/site/y-bunka/,2026-08-05,verified,湯沢市公式が中ホールを掲載。面積・定員は未観測
DETAIL-1115,CAND-428,yuzawa-special-meeting,特別会議室,meeting_room,,,,unknown,unknown,,,,no,none,conditional,unknown,https://www.city-yuzawa.jp/site/y-bunka/,2026-08-05,verified,湯沢市公式が特別会議室を掲載。面積・定員は未観測
DETAIL-1116,CAND-428,yuzawa-meeting-1,第1会議室,meeting_room,,,,unknown,unknown,,,,no,none,conditional,unknown,https://www.city-yuzawa.jp/site/y-bunka/,2026-08-05,verified,湯沢市公式が第1会議室を掲載。面積・定員は未観測
DETAIL-1117,CAND-428,yuzawa-meeting-2,第2会議室,meeting_room,,,,unknown,unknown,,,,no,none,conditional,unknown,https://www.city-yuzawa.jp/site/y-bunka/,2026-08-05,verified,湯沢市公式が第2会議室を掲載。面積・定員は未観測
DETAIL-1118,CAND-428,yuzawa-meeting-3,第3会議室,meeting_room,,,,unknown,unknown,,,,no,none,conditional,unknown,https://www.city-yuzawa.jp/site/y-bunka/,2026-08-05,verified,湯沢市公式が第3会議室を掲載。面積・定員は未観測
DETAIL-1119,CAND-428,yuzawa-meeting-4,第4会議室,meeting_room,,,,unknown,unknown,,,,no,none,conditional,unknown,https://www.city-yuzawa.jp/site/y-bunka/,2026-08-05,verified,湯沢市公式が第4会議室を掲載。面積・定員は未観測
DETAIL-1120,CAND-428,yuzawa-exhibition,展示室,exhibition_space,,,,unknown,unknown,,,,no,none,conditional,unknown,https://www.city-yuzawa.jp/site/y-bunka/,2026-08-05,verified,湯沢市公式が展示室を掲載。面積・定員は未観測
DETAIL-1121,CAND-428,yuzawa-rehearsal,リハーサル室,practice_room,,,,unknown,unknown,,,,no,none,yes,unknown,https://www.city-yuzawa.jp/site/y-bunka/,2026-08-05,verified,湯沢市公式がリハーサル室を掲載。面積・定員は未観測
DETAIL-1122,CAND-428,yuzawa-practice,練習室,practice_room,,,,unknown,unknown,,,,no,none,yes,unknown,https://www.city-yuzawa.jp/site/y-bunka/,2026-08-05,verified,湯沢市公式が練習室を掲載。面積・定員は未観測
DETAIL-1123,CAND-429,yonezawa-hall,ホール,stage_hall,,,,unknown,unknown,1005,1005,,no,fixed,conditional,unknown,https://www.yonebunka.jp/guide/outline/,2026-08-05,verified,"指定管理者公式が固定1,005席を掲載。面積・最低天井高・床荷重は未観測"
DETAIL-1124,CAND-429,yonezawa-meeting-prep,会議室・準備室,meeting_room,112.5,,,unknown,unknown,60,,,no,none,conditional,unknown,https://www.yonebunka.jp/guide/outline/,2026-08-05,verified,112.5㎡・60人。会議室と準備室を一体表記する公式案内に基づく
DETAIL-1125,CAND-429,yonezawa-waiting,控室,practice_room,30,,,unknown,unknown,,,,no,none,conditional,unknown,https://www.yonebunka.jp/guide/outline/,2026-08-05,verified,30㎡。定員・最低天井高・床荷重は未観測
DETAIL-1126,CAND-430,tendo-hall,ホール,stage_hall,,,,unknown,unknown,1110,1110,,no,fixed,conditional,unknown,https://tendo-bunka.com/facility,2026-08-05,verified,"指定管理者公式が固定1,110席を掲載。面積・最低天井高・床荷重は未観測"
DETAIL-1127,CAND-430,tendo-exhibition,展示室,exhibition_space,,,,unknown,unknown,,,,no,none,conditional,unknown,https://tendo-bunka.com/facility,2026-08-05,verified,指定管理者公式が展示室を掲載。面積・定員は未観測
DETAIL-1128,CAND-430,tendo-large-assembly,大集会室,multipurpose_hall,,,,unknown,unknown,,,,no,none,yes,unknown,https://tendo-bunka.com/facility,2026-08-05,verified,小コンサートやスポーツにも利用できると公式案内。面積・定員は未観測
DETAIL-1129,CAND-430,tendo-meeting,会議室,meeting_room,,,,unknown,unknown,,,,no,none,conditional,unknown,https://tendo-bunka.com/facility,2026-08-05,verified,指定管理者公式が会議室を掲載。面積・定員は未観測
DETAIL-1130,CAND-430,tendo-japanese,和室,practice_room,,,,unknown,unknown,,,,no,none,conditional,unknown,https://tendo-bunka.com/facility,2026-08-05,verified,指定管理者公式が和室を掲載。面積・定員は未観測
DETAIL-1131,CAND-431,salnert-arena,アリーナ,arena,,,,unknown,unknown,640,640,,no,none,yes,unknown,https://yamagata-sc.jp/sportsfacilities/obanazawacity/salnert-gymnasium/,2026-08-05,verified,"2階固定席640席を記録。ロールバック1,216席、パイプ椅子最大900席も案内されるが、同時利用可能席数としては未確認のためcapacity_theaterには採用しない"
DETAIL-1132,CAND-431,salnert-convention,コンベンションホール,convention_hall,,,,unknown,unknown,,,,no,none,conditional,unknown,https://yamagata-sc.jp/sportsfacilities/obanazawacity/salnert-gymnasium/,2026-08-05,verified,山形県スポーツコミッション公式がコンベンションホールを掲載。面積・定員は未観測
DETAIL-1133,CAND-431,salnert-meeting,会議室,meeting_room,,,,unknown,unknown,,,,no,none,conditional,unknown,https://yamagata-sc.jp/sportsfacilities/obanazawacity/salnert-gymnasium/,2026-08-05,verified,山形県スポーツコミッション公式が会議室を掲載。面積・定員は未観測
DETAIL-1134,CAND-432,nanyo-large,大ホール,stage_hall,,,,unknown,unknown,1403,1403,,no,fixed,conditional,unknown,https://nanyoshi-bunkakaikan.jp/guide/,2026-08-05,verified,"最大1,403席のプロセニアム形式多機能ホール。面積・最低天井高・床荷重は未観測"
DETAIL-1135,CAND-432,nanyo-small,小ホール,multipurpose_hall,,,,unknown,unknown,500,350,,no,temporary,conditional,unknown,https://nanyoshi-bunkakaikan.jp/guide/,2026-08-05,verified,平土間型。500人収容、概ね350席と公式案内。固定客席ではないためcapacity_fixedに350を記録
DETAIL-1136,CAND-432,nanyo-gallery,展示ギャラリー,exhibition_space,,,,unknown,unknown,,,,no,none,conditional,unknown,https://nanyoshi-bunkakaikan.jp/guide/,2026-08-05,verified,指定管理者公式が展示ギャラリーを掲載。面積・定員は未観測
DETAIL-1137,CAND-432,nanyo-workshop,総合工房,multipurpose_hall,,,,unknown,unknown,,,,no,none,conditional,unknown,https://nanyoshi-bunkakaikan.jp/guide/,2026-08-05,verified,指定管理者公式が総合工房を掲載。面積・定員は未観測
DETAIL-1138,CAND-432,nanyo-practice,練習室1,practice_room,,,,unknown,unknown,,,,no,none,yes,unknown,https://nanyoshi-bunkakaikan.jp/guide/,2026-08-05,verified,指定管理者公式が練習室1を掲載。面積・定員は未観測
DETAIL-1139,CAND-432,nanyo-meeting,会議室,meeting_room,,,,unknown,unknown,,,,no,none,conditional,unknown,https://nanyoshi-bunkakaikan.jp/guide/,2026-08-05,verified,指定管理者公式が会議室を掲載。面積・定員は未観測
DETAIL-1140,CAND-433,aizu-fugado-hall,ホール,stage_hall,,,,unknown,unknown,1758,1752,,no,fixed,conditional,unknown,https://www.city.aizuwakamatsu.fukushima.jp/docs/2024073000055/file_contents/zentaiban.pdf,2026-08-05,verified,"固定席1,752席・車椅子席6席。計1,758席をcapacity_theaterに記録"
DETAIL-1141,CAND-433,aizu-fugado-rehearsal,リハーサル室,practice_room,,,,unknown,unknown,,,,no,none,yes,unknown,https://www.city.aizuwakamatsu.fukushima.jp/docs/2024073000055/file_contents/zentaiban.pdf,2026-08-05,verified,市公式資料がリハーサル室を掲載。面積・定員は未観測
DETAIL-1142,CAND-433,aizu-fugado-meeting-west,会議室1（洋）,meeting_room,,,,unknown,unknown,,,,no,none,conditional,unknown,https://www.city.aizuwakamatsu.fukushima.jp/docs/2024073000055/file_contents/zentaiban.pdf,2026-08-05,verified,市公式資料が洋室会議室を掲載。面積・定員は未観測
DETAIL-1143,CAND-433,aizu-fugado-meeting-japanese,会議室2（和）,meeting_room,,,,unknown,unknown,,,,no,none,conditional,unknown,https://www.city.aizuwakamatsu.fukushima.jp/docs/2024073000055/file_contents/zentaiban.pdf,2026-08-05,verified,市公式資料が和室会議室を掲載。面積・定員は未観測
DETAIL-1144,CAND-434,cominess-large,大ホール,stage_hall,,,,unknown,unknown,1104,1104,,no,fixed,conditional,unknown,https://cominess.jp/rent,2026-08-05,verified,"指定管理者公式の貸館案内が1,104人収容を掲載。面積・最低天井高・床荷重は未観測"
DETAIL-1145,CAND-434,cominess-small,小ホール,multipurpose_hall,,10,7.5,minimum_clear,unknown,321,317,,yes,temporary,conditional,unknown,https://cominess.jp/facility,2026-08-05,verified,最多321席（固定317席・多目的鑑賞室4席）、平土間転換可。天井高10mを記録し、キャットウォークまで7.5mは別値として扱う
DETAIL-1146,CAND-434,cominess-meeting,ミーティング室,meeting_room,23.7,,,unknown,unknown,14,,,no,none,conditional,unknown,https://cominess.jp/facility,2026-08-05,verified,23.7㎡・14人
DETAIL-1147,CAND-434,cominess-practice-1,練習室1,practice_room,30.5,,,unknown,unknown,18,,,no,none,yes,unknown,https://cominess.jp/facility,2026-08-05,verified,30.5㎡・18人。楽器演奏・合唱・演劇・バレエ練習向けの遮音室
DETAIL-1148,CAND-434,cominess-practice-2,練習室2,practice_room,60.6,,,unknown,unknown,35,,,no,none,yes,unknown,https://cominess.jp/facility,2026-08-05,verified,60.6㎡・35人。楽器演奏・合唱・演劇・バレエ練習向けの遮音室
DETAIL-1149,CAND-435,nihonmatsu-hall,ホール,stage_hall,,,,unknown,unknown,1215,1203,,no,fixed,conditional,unknown,https://www.city.nihonmatsu.lg.jp/kurashi_tetsuduki/shisetsu_yoyaku/koukyo_yoyaku/koukyo_ichiran/page002377.html,2026-08-05,verified,"客席1,203席・車椅子席12席。計1,215人をcapacity_theaterに記録"
DETAIL-1150,CAND-436,tette-taimatsu,たいまつホール,multipurpose_hall,,,,unknown,unknown,,,,no,temporary,conditional,unknown,https://www01.s-tette.jp/about/005793.html,2026-08-05,verified,防音仕様・ロールバックチェア・照明・音響・可動ステージを備える。公式の人数の目安200人は設営条件を含むため収容人数欄には未登録
DETAIL-1151,CAND-436,tette-denzen,でんぜんホール,multipurpose_hall,,,,unknown,unknown,,,,no,none,conditional,unknown,https://www01.s-tette.jp/about/005793.html,2026-08-05,verified,講演会・展示会・映画上映等の用途。公式の人数の目安50人は設営条件を含むため収容人数欄には未登録
DETAIL-1152,CAND-436,tette-room-1-1,ルーム1-1,meeting_room,,,,unknown,unknown,,,,no,none,conditional,unknown,https://www01.s-tette.jp/about/005793.html,2026-08-05,verified,会議・講演会・展示会等の用途。公式の人数の目安65人は設営条件を含むため収容人数欄には未登録
DETAIL-1153,CAND-436,tette-room-3-1,ルーム3-1,meeting_room,,,,unknown,unknown,,,,no,none,conditional,unknown,https://www01.s-tette.jp/about/005793.html,2026-08-05,verified,パソコン教室・小会議等の用途。公式の人数の目安17人は設営条件を含むため収容人数欄には未登録
DETAIL-1154,CAND-436,tette-room-3-2,ルーム3-2,training_room,,,,unknown,unknown,,,,no,none,conditional,unknown,https://www01.s-tette.jp/about/005793.html,2026-08-05,verified,手芸・工作教室・会議等の用途。公式の人数の目安20人は設営条件を含むため収容人数欄には未登録
DETAIL-1155,CAND-436,tette-room-3-3,ルーム3-3,meeting_room,,,,unknown,unknown,,,,no,none,conditional,unknown,https://www01.s-tette.jp/about/005793.html,2026-08-05,verified,会議・試食会等の用途。公式の人数の目安25人は設営条件を含むため収容人数欄には未登録
DETAIL-1156,CAND-436,tette-cooking,クッキングルーム,training_room,,,,unknown,unknown,,,,no,none,conditional,unknown,https://www01.s-tette.jp/about/005793.html,2026-08-05,verified,料理教室向け。公式の人数の目安37人は設営条件を含むため収容人数欄には未登録
DETAIL-1157,CAND-436,tette-tatami,たたみルーム1・2,practice_room,,,,unknown,unknown,,,,yes,none,conditional,unknown,https://www01.s-tette.jp/about/005793.html,2026-08-05,verified,茶道・生け花・囲碁・将棋等の用途。公式の人数の目安30人は2室合わせた値であり、収容人数欄には未登録
DETAIL-1158,CAND-436,tette-room-4-1,ルーム4-1,practice_room,,,,unknown,unknown,,,,no,none,yes,unknown,https://www01.s-tette.jp/about/005793.html,2026-08-05,verified,ヨガ・ダンス・会議等の用途。大型鏡・手すりあり。公式の人数の目安26人は設営条件を含むため収容人数欄には未登録
DETAIL-1159,CAND-436,tette-room-4-2,ルーム4-2,practice_room,,,,unknown,unknown,,,,no,none,yes,unknown,https://www01.s-tette.jp/about/005793.html,2026-08-05,verified,ヨガ・ダンス・会議等の用途。大型鏡・手すり・音響・プロジェクタあり。公式の人数の目安58人は設営条件を含むため収容人数欄には未登録
DETAIL-1160,CAND-436,tette-room-4-3,ルーム4-3,practice_room,,,,unknown,unknown,,,,no,none,yes,unknown,https://www01.s-tette.jp/about/005793.html,2026-08-05,verified,合唱・楽器練習等の防音室。公式の人数の目安15人は設営条件を含むため収容人数欄には未登録
DETAIL-1161,CAND-436,tette-room-4-4,ルーム4-4,practice_room,,,,unknown,unknown,,,,no,none,yes,unknown,https://www01.s-tette.jp/about/005793.html,2026-08-05,verified,バンド演奏・楽器練習等の防音室。公式の人数の目安5人は設営条件を含むため収容人数欄には未登録
DETAIL-1162,CAND-436,tette-room-4-5,ルーム4-5,practice_room,,,,unknown,unknown,,,,no,none,yes,unknown,https://www01.s-tette.jp/about/005793.html,2026-08-05,verified,バンド演奏・楽器練習等の防音室。公式の人数の目安4人は設営条件を含むため収容人数欄には未登録
DETAIL-1163,CAND-436,tette-room-4-6,ルーム4-6,practice_room,,,,unknown,unknown,,,,no,none,yes,unknown,https://www01.s-tette.jp/about/005793.html,2026-08-05,verified,合唱・楽器練習等の防音室。公式の人数の目安6人は設営条件を含むため収容人数欄には未登録
DETAIL-1164,CAND-436,tette-room-5-1,ルーム5-1,meeting_room,,,,unknown,unknown,,,,no,none,conditional,unknown,https://www01.s-tette.jp/about/005793.html,2026-08-05,verified,会議・講演会等の用途。公式の人数の目安49人は設営条件を含むため収容人数欄には未登録
DETAIL-1165,CAND-437,ryugasaki-large,大ホール,stage_hall,,,,unknown,unknown,1200,1195,,no,fixed,conditional,unknown,https://www.ryubun.org/%E6%96%BD%E8%A8%AD%E6%A1%88%E5%86%85-https-www-ryubun-org-%E6%96%BD%E8%A8%AD%E6%A1%88%E5%86%85-%E6%96%BD%E8%A8%AD%E6%A6%82%E8%A6%81/%E6%96%BD%E8%A8%AD%E6%A6%82%E8%A6%81/,2026-08-05,verified,"固定1,195席・車椅子5席、計1,200人。舞台高さ8mは最低天井高ではないため未入力"
DETAIL-1166,CAND-437,ryugasaki-small,小ホール,multipurpose_hall,205,,,unknown,unknown,250,,,no,temporary,conditional,unknown,https://www.ryubun.org/%E6%96%BD%E8%A8%AD%E6%A1%88%E5%86%85-https-www-ryubun-org-%E6%96%BD%E8%A8%AD%E6%A1%88%E5%86%85-%E6%96%BD%E8%A8%AD%E6%A6%82%E8%A6%81/%E6%96%BD%E8%A8%AD%E6%A6%82%E8%A6%81/,2026-08-05,verified,205㎡・250人。移動ステージ使用時の舞台高さ4.9mは最低天井高ではないため未入力
